quote_id,product_family,power_kw,weight_kg,pressure_bar,material_grade,custom_machining_hours,num_components,tolerance_class,order_quantity,lead_time_days,customer_segment,region,competitor_present,contract_type,gross_margin_kusd,final_price_kusd
Q00486,Pump-A,25.0,125.0,139.6,Standard,12.1,91,Precision,24,153.0,Enterprise,North,Yes,Spot,6.38,36.48
Q00487,Pump-A,20.2,90.0,91.8,Standard,23.1,71,Precision,25,88.0,SMB,East,No,Spot,12.79,43.27
Q00488,Pump-A,40.6,166.0,130.7,Alloy,8.7,38,Std,16,49.0,MidMarket,North,No,Spot,12.91,42.93
Q00489,Pump-B,88.2,384.0,56.5,Stainless,55.9,189,Std,8,148.0,SMB,West,Yes,Spot,24.42,91.9
Q00490,Valve-Z,6.0,40.0,79.5,Stainless,10.3,40,Std,39,92.0,Enterprise,South,No,Spot,3.55,18.98
Q00491,Pump-A,25.9,103.0,144.0,Stainless,16.8,80,Std,26,130.0,SMB,West,No,Spot,11.4,39.49
Q00492,Pump-B,60.5,311.0,39.8,Stainless,47.3,61,Std,14,84.0,MidMarket,North,Yes,Annual,9.32,64.26
Q00493,Compressor-Y,315.1,1113.0,118.9,Standard,69.6,116,Ultra,1,21.0,SMB,North,No,Annual,97.28,307.37
Q00494,Pump-B,110.0,424.0,22.8,Stainless,79.0,192,Precision,28,,MidMarket,South,No,Spot,28.5,116.79
Q00495,Pump-A,44.7,207.0,63.6,Titanium,32.7,88,Std,49,23.0,MidMarket,East,Yes,Spot,9.02,52.39
Q00496,Turbine-T,558.4,1888.0,46.2,Alloy,39.7,101,Std,21,20.0,Enterprise,North,Yes,Spot,50.26,317.5
Q00497,Compressor-Y,356.0,1271.0,29.4,Stainless,103.5,283,Ultra,2,123.0,SMB,North,Yes,Spot,101.05,353.21
Q00498,Pump-A,43.3,159.0,30.9,Stainless,16.7,35,Precision,23,70.0,SMB,South,No,Spot,14.47,48.84
Q00499,Turbine-T,675.6,2261.0,42.6,Stainless,113.9,194,Precision,17,145.0,MidMarket,South,Yes,Spot,94.72,433.77
Q00500,Compressor-X,100.9,376.0,12.6,Stainless,56.1,201,Precision,27,118.0,SMB,East,No,Spot,38.24,137.91
Q00501,Pump-A,36.8,142.0,133.9,Alloy,19.2,102,Precision,14,107.0,Enterprise,South,No,Framework,7.99,47.0
Q00502,Compressor-X,137.4,573.0,27.5,Stainless,26.3,87,Precision,15,94.0,SMB,East,No,Annual,40.85,137.85
Q00503,Pump-A,23.6,124.0,68.4,Standard,17.8,83,Std,26,35.0,MidMarket,West,Yes,Framework,3.78,30.65
Q00504,Turbine-T,467.4,1576.0,132.0,Standard,25.6,246,Std,27,159.0,MidMarket,East,No,Spot,72.17,294.07
Q00505,Compressor-X,204.1,705.0,184.3,Stainless,25.4,119,Std,47,158.0,SMB,South,No,Framework,22.86,120.94
Q00506,Valve-Z,6.8,49.0,209.6,Standard,34.7,113,Precision,20,108.0,MidMarket,East,No,Annual,8.83,35.25
Q00507,Pump-B,100.0,412.0,68.4,Stainless,43.3,205,Std,34,159.0,MidMarket,West,Yes,Spot,17.06,84.72
Q00508,Pump-B,67.4,262.0,188.3,Standard,57.4,80,Std,39,56.0,SMB,East,No,Spot,20.25,75.79
Q00509,Compressor-Y,419.5,1485.0,125.9,Stainless,57.0,160,Precision,1,48.0,SMB,South,No,Spot,117.74,322.83
Q00510,Turbine-T,390.0,1334.0,197.6,Alloy,88.8,151,Precision,41,130.0,MidMarket,West,No,Spot,96.09,377.59
Q00511,Compressor-X,166.0,565.0,184.9,Standard,70.4,157,Std,1,113.0,SMB,East,No,Annual,46.79,143.59
Q00512,Pump-B,81.7,330.0,67.8,Standard,26.6,122,Std,17,75.0,MidMarket,South,No,Spot,21.57,75.32
Q00513,Pump-B,69.6,284.0,53.3,Titanium,69.4,100,Precision,4,93.0,SMB,North,Yes,Spot,33.72,120.04
Q00514,Valve-Z,13.7,35.0,81.2,Stainless,16.0,86,Std,7,32.0,MidMarket,South,Yes,Annual,5.65,25.33
Q00515,Compressor-X,213.7,762.0,195.7,Stainless,72.2,110,Std,5,77.0,MidMarket,East,Yes,Spot,35.63,146.04
Q00516,Pump-B,56.4,252.0,221.5,Alloy,68.4,193,Precision,10,,Enterprise,East,No,Spot,30.98,108.23
Q00517,Pump-A,29.3,135.0,64.5,Stainless,22.7,103,Std,3,94.0,Enterprise,West,No,Spot,12.71,44.04
Q00518,Compressor-X,211.5,745.0,66.7,Standard,24.6,136,Ultra,12,150.0,SMB,South,No,Spot,63.55,197.76
Q00519,Pump-A,31.1,142.0,205.7,Standard,11.5,35,Precision,21,78.0,Enterprise,South,Yes,Framework,3.63,32.42
Q00520,Compressor-X,149.6,594.0,76.9,Standard,56.9,74,Std,6,159.0,MidMarket,West,Yes,Spot,27.96,116.28
Q00521,Pump-A,25.1,92.0,143.3,Stainless,11.8,75,Std,30,97.0,MidMarket,East,Yes,Spot,4.52,31.01
Q00522,Pump-A,41.4,172.0,243.8,Standard,35.0,67,Std,21,147.0,SMB,East,No,Annual,10.9,44.48
Q00523,Pump-B,105.7,405.0,180.9,Stainless,75.0,170,Ultra,1,153.0,SMB,West,Yes,Framework,36.28,139.93
Q00524,Turbine-T,338.3,1205.0,100.4,Standard,65.3,140,Ultra,24,35.0,MidMarket,North,No,Annual,76.0,356.24
Q00525,Pump-A,25.3,129.0,47.1,Standard,34.4,75,Precision,21,142.0,MidMarket,South,No,Framework,10.77,45.9
Q00526,Valve-Z,9.8,49.0,227.4,Titanium,20.4,46,Std,9,65.0,Enterprise,South,No,Spot,9.29,32.52
Q00527,Pump-A,31.2,162.0,35.8,Standard,31.8,44,Ultra,40,83.0,MidMarket,North,Yes,Framework,5.38,47.63
Q00528,Compressor-Y,227.8,855.0,122.3,Standard,50.2,120,Std,3,89.0,SMB,East,No,Spot,64.26,192.38
Q00529,Pump-B,67.4,279.0,123.0,Standard,71.8,108,Std,37,129.0,MidMarket,South,Yes,Annual,9.82,69.91
Q00530,Pump-A,26.7,137.0,201.3,Titanium,30.6,69,Std,4,59.0,SMB,North,No,Spot,19.75,57.97
Q00531,Pump-A,18.3,68.0,175.0,Stainless,24.7,73,Ultra,6,104.0,MidMarket,East,Yes,Annual,10.13,49.05
Q00532,Pump-A,43.3,247.0,113.2,Standard,23.2,41,Std,32,39.0,Enterprise,North,No,Annual,6.16,37.54
Q00533,Pump-B,93.0,355.0,172.3,Standard,70.0,134,Precision,11,29.0,Enterprise,North,Yes,Framework,12.07,87.93
Q00534,Pump-B,65.2,319.0,36.1,Alloy,68.4,147,Std,8,103.0,Enterprise,South,Yes,Spot,16.02,83.76
Q00535,Valve-Z,6.7,,221.7,Stainless,9.8,43,Std,14,125.0,MidMarket,North,No,Annual,5.76,21.68
Q00536,Compressor-X,220.9,801.0,98.4,Standard,17.4,162,Std,13,98.0,Enterprise,South,Yes,Spot,16.35,114.02
Q00537,Valve-Z,13.0,96.0,188.9,Stainless,15.2,51,Std,19,152.0,MidMarket,South,Yes,Framework,3.03,21.93
Q00538,Pump-B,49.8,220.0,72.8,Stainless,37.4,148,Std,47,126.0,SMB,South,Yes,Spot,11.01,64.18
Q00539,Pump-B,92.6,347.0,171.4,Alloy,51.9,190,Std,36,73.0,SMB,West,Yes,Annual,19.17,89.81
Q00540,Valve-Z,7.4,83.0,78.0,Stainless,29.4,57,Std,13,148.0,MidMarket,North,Yes,Spot,5.5,26.68
Q00541,Pump-A,24.6,109.0,122.7,Alloy,13.6,78,Std,35,73.0,Enterprise,East,No,Spot,7.1,36.38
Q00542,Compressor-Y,424.2,1459.0,219.3,Standard,116.9,116,Precision,47,83.0,MidMarket,West,No,Spot,71.45,282.03
Q00543,Compressor-Y,409.6,1467.0,24.9,Standard,60.2,348,Ultra,11,140.0,MidMarket,North,No,Annual,107.52,356.31
Q00544,Compressor-Y,371.6,1351.0,11.4,Stainless,118.5,166,Std,31,85.0,Enterprise,South,No,Annual,29.63,212.06
Q00545,Valve-Z,6.4,40.0,132.1,Stainless,36.8,63,Ultra,14,21.0,MidMarket,South,No,Framework,12.14,43.28
Q00546,Compressor-X,131.2,526.0,38.0,Stainless,77.4,160,Std,13,26.0,SMB,East,No,Spot,54.9,151.71
Q00547,Pump-A,33.6,161.0,191.4,Standard,20.5,87,Std,48,38.0,MidMarket,South,Yes,Annual,5.49,35.27
Q00548,Pump-A,39.7,156.0,133.3,Alloy,29.3,32,Std,38,98.0,Enterprise,North,No,Framework,8.41,42.43
Q00549,Pump-A,23.8,127.0,69.2,Stainless,23.2,81,Std,41,76.0,MidMarket,East,Yes,Annual,5.74,35.3
Q00550,Compressor-Y,394.5,,234.7,Alloy,99.5,287,Std,24,137.0,MidMarket,North,No,Spot,67.04,263.09
Q00551,Turbine-T,313.3,1158.0,143.0,Alloy,51.9,158,Std,36,90.0,SMB,East,Yes,Spot,41.66,263.7
Q00552,Pump-B,104.4,445.0,136.0,Standard,48.5,159,Std,9,56.0,MidMarket,North,Yes,Annual,19.09,84.5
Q00553,Turbine-T,374.4,1342.0,141.8,Stainless,81.2,190,Std,14,45.0,SMB,South,No,Spot,77.36,302.86
Q00554,Valve-Z,14.3,64.0,246.7,Titanium,29.9,48,Std,10,52.0,SMB,East,No,Framework,10.46,36.81
Q00555,Valve-Z,9.1,82.0,218.5,Stainless,30.2,108,Std,35,144.0,MidMarket,North,No,Spot,8.19,31.84
Q00556,Pump-B,84.1,345.0,133.0,Stainless,50.2,71,Std,30,149.0,SMB,East,No,Spot,21.5,81.77
Q00557,Compressor-Y,252.8,902.0,219.2,Stainless,86.2,142,Ultra,35,28.0,MidMarket,West,Yes,Framework,24.93,233.0
Q00558,Pump-B,60.6,247.0,190.8,Stainless,31.9,181,Precision,25,124.0,Enterprise,East,No,Annual,12.57,76.29
Q00559,Pump-A,24.3,106.0,229.5,Alloy,9.3,97,Precision,30,82.0,SMB,South,No,Annual,9.62,42.97
Q00560,Turbine-T,484.6,1664.0,178.8,Standard,36.7,210,Precision,48,26.0,MidMarket,South,No,Annual,69.4,330.42
Q00561,Compressor-X,92.9,341.0,16.1,Alloy,26.3,194,Precision,47,23.0,SMB,West,Yes,Spot,29.31,126.28
Q00562,Pump-A,37.6,166.0,65.2,Standard,19.7,93,Std,17,66.0,MidMarket,North,Yes,Framework,5.12,35.68
Q00563,Pump-B,64.8,293.0,76.6,Stainless,45.2,170,Precision,43,153.0,MidMarket,North,No,Spot,22.86,91.01
Q00564,Compressor-X,170.4,659.0,145.3,Standard,34.4,165,Std,49,32.0,SMB,South,Yes,Spot,15.87,107.19
Q00565,Valve-Z,6.3,66.0,226.7,Stainless,34.9,115,Std,42,81.0,Enterprise,East,Yes,Spot,3.53,27.81
Q00566,Pump-B,77.6,353.0,203.7,Standard,25.8,60,Std,36,101.0,MidMarket,South,No,Spot,15.68,66.47
Q00567,Compressor-X,176.9,677.0,130.0,Titanium,63.3,114,Std,16,50.0,MidMarket,East,Yes,Spot,32.86,155.01
Q00568,Valve-Z,7.1,24.0,168.5,Alloy,13.2,59,Precision,25,125.0,MidMarket,South,Yes,Spot,3.54,24.42
Q00569,Valve-Z,13.6,110.0,68.4,Stainless,15.6,51,Std,32,80.0,SMB,East,No,Spot,7.32,26.62
Q00570,Valve-Z,12.3,54.0,226.3,Stainless,15.1,58,Ultra,12,20.0,SMB,East,No,Spot,11.96,37.75
Q00571,Pump-A,34.2,168.0,53.1,Stainless,10.4,97,Precision,18,64.0,MidMarket,North,No,Framework,7.91,42.02
Q00572,Valve-Z,13.0,84.0,125.8,Alloy,27.2,55,Precision,43,112.0,Enterprise,South,Yes,Spot,3.73,30.09
Q00573,Pump-B,54.8,232.0,89.8,Titanium,35.0,189,Precision,46,125.0,Enterprise,North,Yes,Spot,16.43,94.52
Q00574,Compressor-Y,414.2,1473.0,133.2,Stainless,52.5,215,Precision,5,59.0,Enterprise,North,No,Spot,84.69,289.98
Q00575,Valve-Z,7.6,43.0,27.4,Standard,21.5,62,Std,35,84.0,SMB,South,No,Spot,5.64,23.71
Q00576,Compressor-Y,320.8,1130.0,107.7,Standard,86.2,237,Ultra,36,119.0,SMB,East,Yes,Framework,33.78,257.39
Q00577,Pump-A,26.6,107.0,217.4,Alloy,10.8,49,Std,5,95.0,MidMarket,South,Yes,Spot,9.22,37.02
Q00578,Valve-Z,7.2,20.0,185.9,Stainless,32.3,105,Precision,14,134.0,MidMarket,South,Yes,Spot,8.24,34.41
Q00579,Pump-B,102.7,439.0,43.8,Alloy,58.2,104,Precision,30,84.0,MidMarket,West,No,Annual,16.32,98.64
Q00580,Pump-A,28.8,162.0,232.4,Stainless,13.7,91,Ultra,33,87.0,SMB,East,No,Spot,13.39,54.26
Q00581,Pump-A,35.5,177.0,184.0,Standard,23.9,90,Ultra,47,,Enterprise,South,No,Spot,11.57,55.24
Q00582,Pump-A,33.4,,5.4,Alloy,8.9,54,Std,45,148.0,MidMarket,North,Yes,Annual,4.21,33.96
Q00583,Compressor-Y,208.7,,124.9,Alloy,117.8,314,Std,10,147.0,Enterprise,North,No,Framework,49.11,212.67
Q00584,Pump-A,20.5,,27.9,Alloy,26.9,105,Std,34,133.0,SMB,North,Yes,Spot,6.66,39.22
Q00585,Compressor-Y,241.6,884.0,168.7,Alloy,41.5,357,Precision,44,152.0,Enterprise,West,No,Spot,42.05,220.44
Q00586,Compressor-X,134.6,451.0,41.3,Stainless,38.9,196,Precision,13,105.0,SMB,West,Yes,Annual,34.54,137.12
Q00587,Compressor-X,178.8,640.0,94.1,Alloy,25.8,217,Std,7,63.0,MidMarket,East,Yes,Spot,34.53,137.89
Q00588,Compressor-X,119.0,427.0,151.0,Stainless,19.2,146,Std,22,,Enterprise,East,Yes,Framework,9.58,89.59
Q00589,Valve-Z,12.5,87.0,58.1,Stainless,23.3,104,Ultra,12,159.0,MidMarket,East,No,Annual,12.47,44.1
Q00590,Turbine-T,326.5,1156.0,242.3,Alloy,97.5,338,Std,29,149.0,Enterprise,South,No,Annual,46.83,288.18
Q00591,Pump-B,71.3,291.0,107.4,Stainless,68.4,219,Std,32,116.0,SMB,North,No,Spot,30.06,97.39
Q00592,Valve-Z,12.6,132.0,127.6,Alloy,15.6,85,Std,12,133.0,Enterprise,East,No,Spot,7.03,29.26
Q00593,Pump-A,44.8,218.0,36.4,Standard,21.9,59,Precision,11,35.0,MidMarket,East,No,Spot,16.01,52.37
Q00594,Turbine-T,714.8,2372.0,249.8,Standard,64.3,131,Ultra,24,40.0,MidMarket,West,No,Spot,118.63,506.9
Q00595,Compressor-X,185.4,654.0,233.7,Alloy,74.5,143,Std,5,97.0,MidMarket,North,Yes,Framework,32.56,144.94
Q00596,Valve-Z,13.9,56.0,135.0,Standard,32.7,62,Std,13,93.0,Enterprise,West,No,Spot,7.65,29.39
Q00597,Valve-Z,8.6,77.0,13.5,Standard,35.3,84,Std,26,28.0,Enterprise,South,Yes,Spot,3.07,25.73
Q00598,Turbine-T,692.1,,78.0,Standard,42.4,156,Ultra,34,25.0,MidMarket,North,Yes,Spot,68.76,446.56
Q00599,Pump-A,22.3,116.0,189.3,Stainless,12.5,51,Precision,4,104.0,SMB,North,Yes,Spot,15.13,44.57
Q00600,Pump-B,101.4,440.0,116.0,Stainless,62.4,147,Std,4,,MidMarket,North,Yes,Spot,23.2,93.38
Q00601,Pump-B,85.8,331.0,116.6,Standard,48.6,184,Std,10,81.0,SMB,South,No,Spot,31.8,93.55
Q00602,Valve-Z,9.4,55.0,124.1,Stainless,29.8,90,Ultra,28,109.0,SMB,South,Yes,Spot,7.38,38.86
Q00603,Pump-B,87.5,352.0,187.3,Titanium,76.9,130,Precision,11,98.0,Enterprise,North,No,Annual,22.47,116.54
Q00604,Pump-B,69.8,345.0,102.1,Standard,22.0,62,Std,28,145.0,MidMarket,East,No,Spot,15.65,64.31
Q00605,Valve-Z,14.0,107.0,93.1,Standard,19.8,112,Std,2,54.0,MidMarket,West,Yes,Spot,8.47,30.15
Q00606,Pump-B,80.7,299.0,13.7,Alloy,66.6,215,Precision,34,140.0,SMB,West,No,Spot,33.18,116.27
Q00607,Compressor-X,93.3,333.0,122.5,Stainless,64.9,153,Std,19,103.0,SMB,West,Yes,Annual,24.01,108.83
Q00608,Compressor-X,216.3,776.0,129.6,Alloy,46.4,106,Precision,24,149.0,SMB,South,No,Spot,59.72,187.94
Q00609,Pump-A,35.3,216.0,242.2,Alloy,13.7,52,Precision,35,72.0,SMB,West,No,Framework,9.58,45.9
Q00610,Pump-B,57.4,276.0,98.0,Standard,71.1,84,Precision,42,111.0,SMB,North,Yes,Spot,18.02,83.94
Q00611,Pump-A,35.6,120.0,230.2,Standard,35.6,110,Precision,42,,SMB,East,No,Spot,15.87,54.66
Q00612,Pump-B,77.7,346.0,104.6,Standard,47.6,156,Std,34,38.0,SMB,South,No,Annual,21.58,80.91
Q00613,Pump-A,31.0,126.0,151.5,Standard,25.4,35,Std,47,151.0,MidMarket,East,Yes,Spot,4.45,32.29
Q00614,Pump-B,62.5,286.0,163.7,Stainless,66.2,143,Std,46,146.0,SMB,West,No,Framework,17.84,80.16
Q00615,Compressor-X,224.6,794.0,188.4,Standard,53.8,225,Std,39,55.0,SMB,East,No,Annual,31.83,140.51
Q00616,Pump-A,38.3,145.0,94.1,Standard,17.2,115,Ultra,14,156.0,MidMarket,East,Yes,Framework,10.45,53.41
Q00617,Turbine-T,482.1,1618.0,98.9,Standard,55.8,174,Ultra,14,57.0,SMB,West,Yes,Annual,90.41,410.51
Q00618,Compressor-X,203.9,756.0,71.7,Standard,79.6,127,Precision,27,96.0,SMB,West,No,Spot,49.98,172.52
Q00619,Turbine-T,680.6,2320.0,70.7,Alloy,41.4,185,Std,34,149.0,SMB,North,No,Annual,103.85,400.85
Q00620,Pump-A,25.4,133.0,174.2,Standard,25.9,97,Precision,37,158.0,MidMarket,West,No,Framework,6.77,40.85
Q00621,Compressor-X,94.8,363.0,54.6,Stainless,33.1,175,Std,34,116.0,Enterprise,South,No,Spot,20.84,100.24
Q00622,Compressor-X,200.6,723.0,49.5,Standard,69.4,215,Precision,14,119.0,Enterprise,South,No,Annual,30.54,153.37
Q00623,Turbine-T,313.8,1133.0,200.9,Standard,36.0,133,Std,47,159.0,Enterprise,North,No,Annual,40.0,228.44
Q00624,Compressor-X,127.2,507.0,41.8,Standard,78.2,74,Std,8,,MidMarket,South,Yes,Spot,27.02,115.14
Q00625,Pump-B,47.0,224.0,33.9,Standard,73.5,131,Ultra,41,24.0,SMB,East,Yes,Framework,7.78,87.99
Q00626,Valve-Z,11.0,64.0,66.7,Titanium,14.1,61,Std,20,74.0,MidMarket,North,Yes,Annual,6.18,29.04
Q00627,Compressor-Y,342.7,1228.0,82.0,Alloy,44.0,305,Precision,47,54.0,SMB,North,Yes,Spot,43.21,244.38
Q00628,Turbine-T,450.7,1574.0,218.9,Alloy,48.5,116,Std,21,114.0,SMB,East,Yes,Spot,65.49,313.32
Q00629,Compressor-X,105.0,390.0,69.4,Stainless,34.1,164,Std,49,113.0,MidMarket,West,Yes,Annual,14.05,95.26
Q00630,Pump-B,109.1,465.0,161.8,Alloy,74.4,205,Std,32,140.0,MidMarket,North,Yes,Annual,12.43,93.03
Q00631,Valve-Z,7.0,36.0,82.2,Stainless,26.4,105,Precision,3,102.0,SMB,South,No,Spot,14.35,39.27
Q00632,Turbine-T,687.1,2348.0,165.9,Stainless,115.2,299,Precision,8,151.0,MidMarket,North,No,Framework,127.88,475.71
Q00633,Compressor-Y,278.9,1010.0,54.9,Alloy,50.9,345,Precision,30,150.0,SMB,East,No,Framework,63.2,252.46
Q00634,Compressor-X,176.8,679.0,115.9,Stainless,35.3,80,Std,26,138.0,MidMarket,South,Yes,Spot,28.61,122.55
Q00635,Pump-B,68.8,270.0,124.3,Standard,33.0,87,Std,32,113.0,MidMarket,North,Yes,Annual,5.67,56.47
Q00636,Compressor-X,173.5,643.0,134.8,Alloy,66.0,132,Ultra,1,149.0,SMB,South,No,Spot,92.08,243.29
Q00637,Compressor-Y,356.0,1241.0,188.4,Stainless,46.5,315,Std,27,83.0,SMB,East,No,Spot,64.65,233.05
Q00638,Pump-A,18.5,55.0,26.3,Standard,23.3,106,Std,48,147.0,SMB,West,Yes,Annual,4.91,32.06
Q00639,Valve-Z,10.0,72.0,236.1,Standard,21.6,30,Std,40,104.0,MidMarket,South,Yes,Spot,3.27,20.9
Q00640,Pump-A,24.0,62.0,158.8,Standard,14.3,40,Std,22,22.0,Enterprise,North,Yes,Framework,1.45,24.97
Q00641,Valve-Z,11.0,105.0,109.5,Stainless,16.4,59,Ultra,40,157.0,Enterprise,East,Yes,Annual,2.62,29.64
Q00642,Pump-B,86.4,378.0,55.1,Standard,45.2,80,Std,6,44.0,Enterprise,East,No,Annual,20.35,77.99
Q00643,Compressor-X,126.9,487.0,152.5,Alloy,76.6,163,Std,44,,SMB,East,No,Spot,38.32,140.1
Q00644,Pump-A,42.3,158.0,127.3,Alloy,28.0,51,Precision,7,54.0,Enterprise,East,Yes,Spot,10.76,50.94
Q00645,Pump-B,86.7,347.0,64.7,Alloy,60.5,224,Precision,47,49.0,Enterprise,South,Yes,Framework,7.22,91.11
Q00646,Valve-Z,9.0,80.0,175.3,Standard,15.2,113,Std,41,94.0,SMB,East,Yes,Annual,3.82,23.32
Q00647,Turbine-T,396.9,1362.0,28.8,Standard,116.0,225,Std,49,34.0,SMB,North,Yes,Framework,46.7,273.15
Q00648,Pump-A,43.0,132.0,52.5,Titanium,16.2,60,Std,3,39.0,Enterprise,North,No,Framework,13.08,50.3
Q00649,Compressor-Y,182.5,720.0,201.4,Standard,104.8,157,Std,10,109.0,SMB,West,Yes,Spot,47.98,180.32
Q00650,Pump-A,40.7,185.0,238.5,Standard,25.8,37,Std,41,121.0,MidMarket,North,No,Spot,8.36,38.8
Q00651,Compressor-Y,289.5,1000.0,135.1,Stainless,99.6,256,Std,9,87.0,SMB,West,No,Annual,76.89,240.36
Q00652,Valve-Z,14.7,86.0,213.8,Stainless,22.5,31,Precision,33,21.0,MidMarket,North,No,Annual,5.76,28.57
Q00653,Compressor-X,205.2,756.0,239.1,Standard,56.2,238,Std,22,,SMB,West,No,Annual,39.9,145.96
Q00654,Pump-B,91.1,384.0,176.9,Stainless,23.8,189,Std,37,49.0,MidMarket,East,No,Framework,16.07,76.95
Q00655,Valve-Z,9.9,53.0,193.8,Standard,14.6,78,Std,24,136.0,Enterprise,South,No,Framework,3.95,21.66
Q00656,Compressor-X,137.7,547.0,193.4,Alloy,73.2,99,Ultra,38,97.0,SMB,West,No,Spot,43.5,185.04
Q00657,Pump-B,98.7,440.0,232.6,Standard,72.4,164,Ultra,38,41.0,SMB,South,No,Spot,36.9,134.73
Q00658,Compressor-Y,180.8,692.0,170.2,Stainless,87.8,149,Precision,21,86.0,SMB,East,Yes,Framework,36.22,190.99
Q00659,Valve-Z,14.5,93.0,140.0,Stainless,13.3,34,Std,26,88.0,SMB,West,No,Spot,6.6,24.6
Q00660,Pump-B,89.5,371.0,207.6,Standard,53.9,148,Std,19,131.0,SMB,South,Yes,Framework,17.5,80.16
Q00661,Valve-Z,6.3,59.0,21.4,Standard,34.3,88,Precision,8,47.0,MidMarket,West,Yes,Spot,8.67,33.92
Q00662,Compressor-Y,408.5,1442.0,149.7,Standard,50.3,238,Precision,49,69.0,Enterprise,West,Yes,Annual,37.08,233.24
Q00663,Valve-Z,14.8,78.0,114.5,Stainless,25.2,58,Std,32,125.0,SMB,South,Yes,Spot,5.35,26.75
Q00664,Compressor-Y,263.1,945.0,159.6,Stainless,43.9,270,Std,6,80.0,MidMarket,East,Yes,Annual,41.67,188.4
Q00665,Compressor-X,187.8,713.0,16.1,Standard,79.1,135,Std,34,148.0,MidMarket,South,No,Annual,31.86,135.4
Q00666,Turbine-T,580.5,1948.0,30.1,Standard,95.2,350,Ultra,16,74.0,Enterprise,East,Yes,Spot,95.69,466.75
Q00667,Pump-B,46.0,234.0,106.7,Titanium,18.6,155,Precision,37,66.0,SMB,East,No,Framework,15.73,86.53
Q00668,Valve-Z,14.9,81.0,84.7,Alloy,28.2,107,Std,48,136.0,MidMarket,East,No,Annual,6.35,31.83
Q00669,Compressor-X,131.5,502.0,97.3,Alloy,67.8,106,Std,41,93.0,SMB,West,No,Spot,36.88,135.41
Q00670,Valve-Z,7.2,107.0,93.0,Stainless,33.3,102,Std,34,135.0,SMB,East,No,Framework,6.4,30.56
Q00671,Valve-Z,12.1,69.0,237.0,Standard,17.2,45,Ultra,49,52.0,SMB,West,No,Spot,9.22,33.8
Q00672,Pump-A,28.1,150.0,47.6,Alloy,32.6,65,Precision,47,35.0,MidMarket,North,No,Annual,10.35,49.59
Q00673,Pump-B,75.6,317.0,219.6,Standard,38.9,128,Std,24,72.0,Enterprise,West,No,Framework,9.52,65.05
Q00674,Valve-Z,12.3,52.0,129.2,Stainless,29.4,31,Std,13,77.0,SMB,South,Yes,Annual,5.74,26.2
Q00675,Pump-B,55.8,268.0,153.1,Stainless,79.1,135,Ultra,49,89.0,MidMarket,South,Yes,Annual,13.98,102.88
Q00676,Pump-A,20.4,81.0,193.6,Standard,22.4,99,Precision,25,93.0,SMB,North,No,Spot,13.03,44.5
Q00677,Pump-A,41.3,141.0,192.5,Stainless,17.2,34,Ultra,8,113.0,MidMarket,West,Yes,Spot,12.04,53.15
Q00678,Turbine-T,591.5,,15.3,Standard,27.5,175,Precision,35,107.0,MidMarket,North,Yes,Annual,53.46,336.06
Q00679,Pump-B,50.0,226.0,21.6,Standard,16.8,163,Std,29,116.0,Enterprise,East,Yes,Spot,7.66,54.27
Q00680,Turbine-T,529.3,1795.0,86.4,Standard,34.5,184,Ultra,15,,SMB,East,No,Spot,150.77,479.16
Q00681,Compressor-X,126.3,496.0,64.4,Alloy,36.0,126,Std,2,155.0,Enterprise,East,No,Framework,25.39,116.8
Q00682,Pump-A,26.6,106.0,121.8,Alloy,14.8,69,Precision,38,144.0,Enterprise,East,No,Spot,7.39,41.27
Q00683,Compressor-Y,404.8,1453.0,187.3,Standard,63.1,107,Std,6,65.0,SMB,East,Yes,Spot,51.36,219.08
Q00684,Compressor-X,205.3,722.0,229.7,Standard,37.1,188,Std,13,95.0,MidMarket,North,No,Spot,36.27,135.63
Q00685,Pump-A,35.2,186.0,128.8,Standard,27.6,115,Std,33,144.0,Enterprise,South,No,Framework,5.95,39.04
Q00686,Pump-A,39.8,173.0,189.3,Stainless,27.9,118,Precision,40,92.0,SMB,South,No,Framework,8.66,49.28
Q00687,Pump-A,31.2,122.0,111.5,Stainless,12.2,63,Std,40,58.0,SMB,North,Yes,Annual,6.37,33.9
Q00688,Pump-A,35.2,142.0,19.9,Alloy,33.6,110,Precision,47,49.0,MidMarket,East,No,Spot,11.82,54.55
Q00689,Turbine-T,419.2,1468.0,41.8,Alloy,31.6,117,Ultra,29,68.0,Enterprise,East,No,Spot,96.09,428.62
Q00690,Turbine-T,503.7,,248.8,Standard,52.6,97,Ultra,36,112.0,SMB,West,Yes,Spot,79.12,401.2
Q00691,Valve-Z,7.8,73.0,48.3,Stainless,14.9,44,Std,16,86.0,Enterprise,East,Yes,Spot,4.34,21.72
Q00692,Pump-B,62.3,301.0,23.6,Alloy,33.7,236,Precision,14,90.0,SMB,East,No,Annual,36.79,109.17
Q00693,Valve-Z,8.1,32.0,61.5,Titanium,30.0,88,Ultra,42,53.0,MidMarket,South,No,Spot,12.01,49.1
Q00694,Compressor-Y,284.8,1043.0,56.6,Alloy,30.1,202,Precision,18,154.0,MidMarket,North,No,Framework,56.0,235.07
Q00695,Pump-B,83.6,347.0,33.6,Standard,58.8,200,Ultra,48,110.0,Enterprise,South,No,Spot,17.5,107.82
